FlightId,Ordinal,LatitudeDegrees,LongitudeDegrees,AltitudeFeet,AirspeedKnots
308731307,0,32.0589101915,-105.978111388,38000,450
308731307,1,28.8587314906,-83.7955776155,38000,450
308731307,2,28.431639,-81.308286,17000,450
308731308,0,31.0577073769,-86.8443874333,38000,450
308731308,1,29.3395571168,-83.5973971644,38000,450
308731308,2,28.431639,-81.308286,17000,450
308731318,1,26.5610107312,-82.54264993,38000,450
308731318,2,25.796549,-80.275614,17000,450
308731322,1,42.2563545814,-90.6200517596,38000,450
308731322,2,42.947639,-87.90295,17000,450
308731337,1,43.9565771288,-95.9404368855,38000,450
308731337,2,44.881234,-93.203111,17000,450
308731339,1,30.3111999448,-92.7694127462,38000,450
308731339,2,29.984223,-90.255969,17000,450
308731366,1,33.7371748365,-115.022411879,38000,450
308731366,2,34.060855,-117.598279,17000,450
308731371,1,41.1025967561,-90.5171481891,38000,450
308731371,2,41.98032,-87.902313,17000,450
308731385,1,43.9789526585,-120.625406611,38000,450
308731385,2,45.589237,-122.593889,17000,450
308731397,1,39.9899427993,-78.0850625183,38000,450
308731397,2,39.874972,-75.249071,17000,450
308731451,1,37.7115681168,-88.3644691567,38000,450
308731451,2,38.186106,-85.741758,17000,450
308731453,1,45.6286993413,-120.659109093,38000,450
308731453,2,47.44443,-122.300497,17000,450
308731457,1,45.6319444639,-120.682127543,38000,450
308731457,2,47.44443,-122.300497,17000,450
308731480,1,36.2718274826,-120.281843027,38000,450
308731480,2,37.615223,-122.389979,17000,450
308731504,1,38.6159166687,-112.162786445,38000,450
308731504,2,40.785596,-111.980673,17000,450
308731548,1,28.3608603998,-85.0058328973,38000,450
308731548,2,27.976891,-82.533377,17000,450
308731549,1,35.7490911592,-98.4805226488,38000,450
308731549,2,36.189265,-95.889037,17000,450
308733173,1,36.1756951283,-120.376358108,38000,450
308733173,2,37.615223,-122.389979,17000,450
308734526,1,33.6556024388,-94.59202896,38000,450
308734526,2,32.897449,-97.040653,17000,450
308734595,1,27.9576951891,-79.9673381263,38000,450
308734595,2,25.796549,-80.275614,17000,450
308734601,1,40.3203188981,-86.0645531753,38000,450
308734601,2,41.98032,-87.902313,17000,450
308734615,1,39.874972,-75.249071,17000,450
308734618,0,34.2313083039,-106.444570592,38000,450
308734618,1,33.6213305008,-109.396682888,38000,450
308734618,2,33.43653,-112.007268,17000,450
308735485,1,31.5023732629,-83.9602343292,38000,450
308735485,2,33.639975,-84.444032,17000,450
308735486,0,37.6205656543,-75.547960482,38000,450
308735486,1,40.648748704,-72.7115573573,38000,450
308735486,2,42.369543,-71.020061,17000,450
308735489,1,41.411675,-81.834693,17000,450
308735494,1,39.055222,-84.661251,17000,450
308735499,1,40.047757582,-83.0419521756,38000,450
308735499,2,42.208343,-83.357175,17000,450
308735509,1,40.643772,-73.781993,17000,450
308735518,1,42.9533751111,-91.9455059443,38000,450
308735518,2,44.881234,-93.203111,17000,450
308735927,1,33.639975,-84.444032,17000,450
308735928,0,31.9743096731,-105.983269505,38000,450
308735928,1,33.5598029379,-87.0400553833,38000,450
308735928,2,33.639975,-84.444032,17000,450
308735931,1,35.9109948273,-89.3122279346,38000,450
308735931,2,36.134773,-86.668042,17000,450
308735932,1,42.1055827099,-73.8787841424,38000,450
308735932,2,42.369543,-71.020061,17000,450
308735933,1,41.8342296437,-73.7146044551,38000,450
308735933,2,42.369543,-71.020061,17000,450
308735936,1,39.413342114,-79.4525190937,38000,450
308735936,2,39.180862,-76.667548,17000,450
308735941,0,32.8305539268,-113.600891284,38000,450
308735941,1,38.3460363491,-106.620871368,38000,450
308735941,2,39.849312,-104.673829,17000,450
308735944,1,38.353994914,-106.653102736,38000,450
308735944,2,39.849312,-104.673829,17000,450
308735949,1,39.849312,-104.673829,17000,450
308735953,0,34.1930591529,-106.182454345,38000,450
308735953,1,33.0373776622,-99.6278176713,38000,450
308735953,2,32.897449,-97.040653,17000,450
308735959,0,31.9259701606,-105.937099058,38000,450
308735959,1,32.8767189478,-99.6218184379,38000,450
308735959,2,32.897449,-97.040653,17000,450
308735961,1,32.4142948232,-99.5458868067,38000,450
308735961,2,32.897449,-97.040653,17000,450
308735974,1,30.1367539797,-97.7430622299,38000,450
308735974,2,29.654107,-95.276614,17000,450
308735977,1,39.4443220227,-80.1856468663,38000,450
308735977,2,38.953381,-77.447712,17000,450
308735986,1,40.8513446176,-76.636929692,38000,450
308735986,2,40.643772,-73.781993,17000,450
308736030,1,40.9159786163,-90.2544537747,38000,450
308736030,2,41.788455,-87.741819,17000,450
308736051,1,41.1862137898,-90.4626918454,38000,450
308736051,2,41.98032,-87.902313,17000,450
308736054,1,41.0746268379,-90.5058890866,38000,450
308736054,2,41.98032,-87.902313,17000,450
308736055,1,41.5827998554,-90.7192613722,38000,450
308736055,2,41.98032,-87.902313,17000,450
308736063,1,39.6736382806,-78.0383805,38000,450
308736063,2,39.874972,-75.249071,17000,450
308736069,1,32.9849971562,-114.5359437,38000,450
308736069,2,33.43653,-112.007268,17000,450
308736085,1,45.2886381845,-121.923750941,38000,450
308736085,2,47.44443,-122.300497,17000,450
308736091,1,45.3182928453,-121.693995446,38000,450
308736091,2,47.44443,-122.300497,17000,450
308736102,1,35.7234082153,-121.05800726,38000,450
308736102,2,37.615223,-122.389979,17000,450
308736117,1,35.568284991,-120.422233862,38000,450
308736117,2,37.366695,-121.925906,17000,450
308736127,1,38.7545656681,-112.980219024,38000,450
308736127,2,40.785596,-111.980673,17000,450
308736983,1,40.3204351028,-86.0499164063,38000,450
308736983,2,41.98032,-87.902313,17000,450
308736989,1,39.874972,-75.249071,17000,450
308736993,1,29.9279530612,-83.6408929866,38000,450
308736993,2,27.976891,-82.533377,17000,450
308737358,1,35.2180234812,-86.2962211012,38000,450
308737358,2,33.639975,-84.444032,17000,450
308737361,1,34.9580286621,-86.6482503386,38000,450
308737361,2,33.639975,-84.444032,17000,450
308737364,1,34.8666843889,-86.6849831057,38000,450
308737364,2,33.639975,-84.444032,17000,450
308737392,0,45.703053407,-97.8502080786,38000,450
308737392,1,42.6812883089,-74.0833987229,38000,450
308737392,2,42.369543,-71.020061,17000,450
308737394,0,45.7047693842,-97.7215792197,38000,450
308737394,1,42.6996523898,-74.0255027106,38000,450
308737394,2,42.369543,-71.020061,17000,450
308737401,1,35.220969,-80.944215,17000,450
308737405,1,39.4599340001,-79.7685901481,38000,450
308737405,2,38.851944,-77.0375,17000,450
308737413,1,41.1166847865,-107.081395686,38000,450
308737413,2,39.849312,-104.673829,17000,450
308737419,1,41.06600905,-107.126507761,38000,450
308737419,2,39.849312,-104.673829,17000,450
308737430,1,34.1968009675,-99.3321818504,38000,450
308737430,2,32.897449,-97.040653,17000,450
308737431,1,34.2839758828,-99.1165025012,38000,450
308737431,2,32.897449,-97.040653,17000,450
308737437,0,45.7146956483,-97.3929226021,38000,450
308737437,1,42.8724663321,-86.2713530664,38000,450
308737437,2,42.208343,-83.357175,17000,450
308737446,0,43.6298508035,-98.5100274231,38000,450
308737446,1,41.1465326088,-77.1417141156,38000,450
308737446,2,40.68987,-74.17821,17000,450
308737449,0,54.4144055033,-96.0522447763,38000,450
308737449,1,41.1634600765,-77.0632541239,38000,450
308737449,2,40.68987,-74.17821,17000,450
308737487,1,40.160226959,-79.8191191968,38000,450
308737487,2,38.953381,-77.447712,17000,450
308737494,1,31.4067666564,-97.4059251557,38000,450
308737494,2,29.986679,-95.338111,17000,450
308737499,1,42.4866743717,-75.3236569372,38000,450
308737499,2,40.643772,-73.781993,17000,450
308737500,0,45.9369198187,-97.9476840723,38000,450
308737500,1,41.1312113396,-76.6717724348,38000,450
308737500,2,40.643772,-73.781993,17000,450
308737502,1,42.5175017123,-75.2532224745,38000,450
308737502,2,40.643772,-73.781993,17000,450
308737541,1,36.0595111217,-119.052220386,38000,450
308737541,2,33.9425,-118.408056,17000,450
308737565,1,40.3646480866,-97.2309806942,38000,450
308737565,2,39.297695,-94.716287,17000,450
308737566,1,40.1655778981,-97.4652688654,38000,450
308737566,2,39.297695,-94.716287,17000,450
308737567,1,29.8090033309,-83.4186149838,38000,450
308737567,2,28.431639,-81.308286,17000,450
308737574,1,43.6881111989,-90.7321484733,38000,450
308737574,2,42.947639,-87.90295,17000,450
308737578,0,46.0416141704,-97.5867239484,38000,450
308737578,1,45.2653254179,-96.2336498761,38000,450
308737578,2,44.881234,-93.203111,17000,450
308737590,1,39.8789900964,-122.415330217,38000,450
308737590,2,37.710714,-122.214446,17000,450
308737599,1,37.710714,-122.214446,17000,450
308737610,0,46.0413039591,-97.8166054728,38000,450
308737610,1,42.7236282474,-90.7224034805,38000,450
308737610,2,41.98032,-87.902313,17000,450
308737615,0,46.0802575569,-97.7809995165,38000,450
308737615,1,42.7343420963,-90.7127108638,38000,450
308737615,2,41.98032,-87.902313,17000,450
308737620,1,42.7720582587,-90.6554767514,38000,450
308737620,2,41.98032,-87.902313,17000,450
308737656,0,54.7830455987,-94.7782637696,38000,450
308737656,1,40.5403444304,-78.0551145738,38000,450
308737656,2,39.874972,-75.249071,17000,450
308737658,1,40.5709011096,-78.0104504417,38000,450
308737658,2,39.874972,-75.249071,17000,450
308737678,0,41.697026214,-109.636882518,38000,450
308737678,1,35.7656310117,-117.722229714,38000,450
308737678,2,33.823099,-116.508125,17000,450
308737696,0,35.4892361744,-118.535016782,38000,450
308737696,1,34.8190381203,-117.967812587,38000,450
308737696,2,32.7319,-117.197312,17000,450
308737701,1,39.7472436668,-122.937936556,38000,450
308737701,2,37.615223,-122.389979,17000,450
308737706,1,39.7664221123,-122.799058912,38000,450
308737706,2,37.615223,-122.389979,17000,450
308737735,1,42.3684414997,-113.980108247,38000,450
308737735,2,40.785596,-111.980673,17000,450
308737884,1,34.2699511974,-86.9950764905,38000,450
308737884,2,33.639975,-84.444032,17000,450
308737891,1,34.3421272473,-86.9236667981,38000,450
308737891,2,33.639975,-84.444032,17000,450
308737908,1,42.369543,-71.020061,17000,450
308737911,1,42.387586152,-73.9662238073,38000,450
308737911,2,42.369543,-71.020061,17000,450
308737912,0,44.0971645319,-98.4639039455,38000,450
308737912,1,42.4811865231,-74.0030553843,38000,450
308737912,2,42.369543,-71.020061,17000,450
308737915,0,43.1962260155,-87.270719619,38000,450
308737915,1,42.5746647408,-73.9767323313,38000,450
308737915,2,42.369543,-71.020061,17000,450
308737917,0,40.8407894992,-112.965648275,38000,450
308737917,1,42.2698335763,-73.947465966,38000,450
308737917,2,42.369543,-71.020061,17000,450
308737939,1,35.6876889546,-83.5594591697,38000,450
308737939,2,35.220969,-80.944215,17000,450
308737942,1,35.5716794218,-83.6196064313,38000,450
308737942,2,35.220969,-80.944215,17000,450
308737947,1,39.1810594846,-79.820178413,38000,450
308737947,2,38.851944,-77.0375,17000,450
308737948,1,39.5598443208,-107.442266469,38000,450
308737948,2,39.849312,-104.673829,17000,450
308737954,1,39.7273155654,-107.485200165,38000,450
308737954,2,39.849312,-104.673829,17000,450
308737963,1,38.692848077,-107.042248909,38000,450
308737963,2,39.849312,-104.673829,17000,450
308737965,1,33.6285864947,-99.5590884602,38000,450
308737965,2,32.897449,-97.040653,17000,450
308737972,0,35.0062974919,-118.158938886,38000,450
308737972,1,33.2688735297,-99.6396818967,38000,450
308737972,2,32.897449,-97.040653,17000,450
308737976,1,33.9078831569,-99.3701333752,38000,450
308737976,2,32.897449,-97.040653,17000,450
308737978,1,32.897449,-97.040653,17000,450
308737985,1,42.2154115121,-86.286394785,38000,450
308737985,2,42.208343,-83.357175,17000,450
308737994,1,40.8517538496,-77.0515552603,38000,450
308737994,2,40.68987,-74.17821,17000,450
308738001,1,41.0659341223,-77.0188162025,38000,450
308738001,2,40.68987,-74.17821,17000,450
308738003,1,40.5905620774,-77.0307270409,38000,450
308738003,2,40.68987,-74.17821,17000,450
308738005,1,40.7894556775,-77.0573462213,38000,450
308738005,2,40.68987,-74.17821,17000,450
308738009,1,40.7657581928,-77.0801435928,38000,450
308738009,2,40.68987,-74.17821,17000,450
308738030,1,39.0825331949,-80.2661720555,38000,450
308738030,2,38.953381,-77.447712,17000,450
308738033,1,39.418050094,-80.2155750877,38000,450
308738033,2,38.953381,-77.447712,17000,450
308738034,1,39.0274409265,-80.2629340507,38000,450
308738034,2,38.953381,-77.447712,17000,450
308738037,1,39.2035915032,-80.2603698274,38000,450
308738037,2,38.953381,-77.447712,17000,450
308738043,0,35.1213626868,-118.15527403,38000,450
308738043,1,30.6251912473,-97.8254067684,38000,450
308738043,2,29.986679,-95.338111,17000,450
308738045,1,30.2348505781,-97.8314313283,38000,450
308738045,2,29.986679,-95.338111,17000,450
308738062,1,40.879083736,-76.7014444106,38000,450
308738062,2,40.643772,-73.781993,17000,450
308738064,1,40.9173784046,-76.6629207746,38000,450
308738064,2,40.643772,-73.781993,17000,450
308738066,1,41.3177090997,-76.529390128,38000,450
308738066,2,40.643772,-73.781993,17000,450
308738067,1,41.3603403718,-76.5040541774,38000,450
308738067,2,40.643772,-73.781993,17000,450
308738069,1,40.9534451541,-76.6548464267,38000,450
308738069,2,40.643772,-73.781993,17000,450
308738071,1,41.4524300983,-76.4531387845,38000,450
308738071,2,40.643772,-73.781993,17000,450
308738077,1,41.258761005,-76.5550079277,38000,450
308738077,2,40.643772,-73.781993,17000,450
308738079,1,41.1307786193,-76.6033273677,38000,450
308738079,2,40.643772,-73.781993,17000,450
308738120,1,35.5962696541,-120.12715549,38000,450
308738120,2,33.9425,-118.408056,17000,450
308738152,1,35.5646335161,-120.179266264,38000,450
308738152,2,33.9425,-118.408056,17000,450
308738158,1,33.9425,-118.408056,17000,450
308738171,1,39.0984714198,-97.4930427414,38000,450
308738171,2,39.297695,-94.716287,17000,450
308738177,1,41.4688084994,-90.5516680657,38000,450
308738177,2,41.788455,-87.741819,17000,450
308738202,0,44.1870404281,-98.3371696464,38000,450
308738202,1,44.2768208431,-96.0156003136,38000,450
308738202,2,44.881234,-93.203111,17000,450
308738225,1,41.6618951995,-90.7268630446,38000,450
308738225,2,41.98032,-87.902313,17000,450
308738226,1,41.7871205648,-90.7803963826,38000,450
308738226,2,41.98032,-87.902313,17000,450
308738234,1,42.1215916943,-90.8222022578,38000,450
308738234,2,41.98032,-87.902313,17000,450
308738247,1,41.6423010602,-90.7130061903,38000,450
308738247,2,41.98032,-87.902313,17000,450
308738248,1,42.198619304,-90.8149265209,38000,450
308738248,2,41.98032,-87.902313,17000,450
308738255,1,43.4166244404,-122.559524049,38000,450
308738255,2,45.589237,-122.593889,17000,450
308738273,1,40.1140827654,-78.1082441899,38000,450
308738273,2,39.874972,-75.249071,17000,450
308738275,1,40.0572229658,-78.1116215122,38000,450
308738275,2,39.874972,-75.249071,17000,450
308738276,1,40.0613311126,-78.0944566737,38000,450
308738276,2,39.874972,-75.249071,17000,450
308738286,0,34.7413726156,-116.278201031,38000,450
308738286,1,34.1366839016,-114.497192501,38000,450
308738286,2,33.43653,-112.007268,17000,450
308738330,1,34.1469647209,-119.186163646,38000,450
308738330,2,32.7319,-117.197312,17000,450
308738365,1,45.2716443541,-122.267581715,38000,450
308738365,2,47.44443,-122.300497,17000,450
308738373,1,45.2719422596,-122.277551617,38000,450
308738373,2,47.44443,-122.300497,17000,450
308738383,1,39.1207343525,-113.788917248,38000,450
308738383,2,40.785596,-111.980673,17000,450
308739837,1,35.8202149776,-120.137431143,38000,450
308739837,2,34.20378,-118.35985,17000,450
308739844,1,39.6891755146,-107.479516584,38000,450
308739844,2,39.849312,-104.673829,17000,450
308739851,1,33.7490030097,-99.4780614227,38000,450
308739851,2,32.897449,-97.040653,17000,450
308739878,1,35.6367239853,-120.074592567,38000,450
308739878,2,33.9425,-118.408056,17000,450
308739947,1,45.2771479715,-122.500847571,38000,450
308739947,2,47.44443,-122.300497,17000,450
308739950,1,40.6646414873,-114.833090501,38000,450
308739950,2,40.785596,-111.980673,17000,450
308740397,1,34.4241036184,-86.8998421721,38000,450
308740397,2,33.639975,-84.444032,17000,450
308740398,1,34.3507103879,-86.9802631086,38000,450
308740398,2,33.639975,-84.444032,17000,450
308740413,1,42.5572917616,-73.9647847723,38000,450
308740413,2,42.369543,-71.020061,17000,450
308740418,1,35.4778785333,-116.204030126,38000,450
308740418,2,34.20378,-118.35985,17000,450
308740420,1,39.4808502664,-79.4638167461,38000,450
308740420,2,39.180862,-76.667548,17000,450
308740437,1,39.8398148457,-87.2813221635,38000,450
308740437,2,39.055222,-84.661251,17000,450
308740438,1,39.4735176865,-79.7598649229,38000,450
308740438,2,38.851944,-77.0375,17000,450
308740475,1,42.1551167572,-86.2786096351,38000,450
308740475,2,42.208343,-83.357175,17000,450
308740476,1,42.208343,-83.357175,17000,450
308740482,0,44.0973968819,-87.4391133259,38000,450
308740482,1,41.3670196953,-76.9827802654,38000,450
308740482,2,40.68987,-74.17821,17000,450
308740485,1,38.2822565063,-117.749040426,38000,450
308740485,2,36.76996,-119.720014,17000,450
308740506,1,31.5898108404,-97.0627545079,38000,450
308740506,2,29.986679,-95.338111,17000,450
308740523,1,40.8130070698,-76.6847117635,38000,450
308740523,2,40.643772,-73.781993,17000,450
308740540,1,35.3077241817,-116.338240425,38000,450
308740540,2,33.9425,-118.408056,17000,450
308740549,1,35.3461153192,-116.371472813,38000,450
308740549,2,33.9425,-118.408056,17000,450
308740554,1,35.2821657114,-116.176599045,38000,450
308740554,2,33.818421,-118.144392,17000,450
308740559,1,35.1885465174,-116.091013151,38000,450
308740559,2,33.818421,-118.144392,17000,450
308740566,1,29.656879885,-83.414259723,38000,450
308740566,2,28.431639,-81.308286,17000,450
308740571,1,35.044702,-89.981659,17000,450
308740586,1,38.0590194275,-119.504451317,38000,450
308740586,2,37.710714,-122.214446,17000,450
308740608,1,41.98032,-87.902313,17000,450
308740611,1,41.9252015396,-90.8115700686,38000,450
308740611,2,41.98032,-87.902313,17000,450
308740615,1,44.6355985492,-119.847070856,38000,450
308740615,2,45.589237,-122.593889,17000,450
308740616,1,44.6804007498,-119.835752074,38000,450
308740616,2,45.589237,-122.593889,17000,450
308740637,1,35.612069905,-112.060305512,38000,450
308740637,2,33.43653,-112.007268,17000,450
308740646,1,35.5609036817,-114.911960369,38000,450
308740646,2,33.823099,-116.508125,17000,450
308740659,1,32.7319,-117.197312,17000,450
308740666,1,46.0076161896,-119.972217019,38000,450
308740666,2,47.44443,-122.300497,17000,450
308740677,1,38.7970912492,-120.045741045,38000,450
308740677,2,37.615223,-122.389979,17000,450
308740681,1,39.0211891226,-120.268017046,38000,450
308740681,2,37.615223,-122.389979,17000,450
308740690,1,38.0903438933,-119.336091504,38000,450
308740690,2,37.366695,-121.925906,17000,450
308740692,1,39.7663566568,-119.147504134,38000,450
308740692,2,38.692686,-121.587941,17000,450
308740700,1,35.1697152533,-115.943432149,38000,450
308740700,2,33.680488,-117.860223,17000,450
308740837,1,39.4410576347,-107.420822008,38000,450
308740837,2,39.849312,-104.673829,17000,450
308740840,1,32.897449,-97.040653,17000,450
308740843,1,38.9287132472,-80.2510542299,38000,450
308740843,2,38.953381,-77.447712,17000,450
308740903,1,34.771866051,-114.120113271,38000,450
308740903,2,33.43653,-112.007268,17000,450
308740925,1,47.44443,-122.300497,17000,450
308740982,1,34.2929430865,-86.9449316883,38000,450
308740982,2,33.639975,-84.444032,17000,450
308740985,1,38.5192966844,-106.882111532,38000,450
308740985,2,39.849312,-104.673829,17000,450
308740986,1,38.5384051137,-106.877583353,38000,450
308740986,2,39.849312,-104.673829,17000,450
308741000,1,33.2797076576,-99.6033979077,38000,450
308741000,2,32.897449,-97.040653,17000,450
308741004,1,41.2403453824,-76.9608541242,38000,450
308741004,2,40.68987,-74.17821,17000,450
308741028,1,37.710714,-122.214446,17000,450
308741040,1,45.589237,-122.593889,17000,450
308741058,1,45.2953046125,-121.855743239,38000,450
308741058,2,47.44443,-122.300497,17000,450
308741083,1,37.366695,-121.925906,17000,450
308741689,1,35.2635837658,-86.2232444386,38000,450
308741689,2,33.639975,-84.444032,17000,450
308741700,1,39.9315830208,-79.3074406752,38000,450
308741700,2,39.180862,-76.667548,17000,450
308741708,1,41.411675,-81.834693,17000,450
308741712,1,35.8467902746,-83.5074039477,38000,450
308741712,2,35.220969,-80.944215,17000,450
308741725,1,34.4476682457,-95.0895013861,38000,450
308741725,2,32.844911,-96.851935,17000,450
308741785,1,31.955069279,-94.2233973576,38000,450
308741785,2,29.986679,-95.338111,17000,450
308741810,1,40.6814790596,-76.723285984,38000,450
308741810,2,40.77392,-73.872002,17000,450
308741884,1,34.0905569474,-109.460623123,38000,450
308741884,2,33.43653,-112.007268,17000,450
308741897,1,46.8415246155,-119.33867879,38000,450
308741897,2,47.44443,-122.300497,17000,450
308746203,1,33.2988002217,-82.1721641122,38000,450
308746203,2,35.220969,-80.944215,17000,450
308746224,1,40.034347694,-83.2521177532,38000,450
308746224,2,42.208343,-83.357175,17000,450
308746253,1,36.9843866881,-78.5666772161,38000,450
308746253,2,38.953381,-77.447712,17000,450
308747247,1,34.2599119423,-86.96024465,38000,450
308747247,2,33.639975,-84.444032,17000,450
308747275,1,38.3938001323,-80.0897805514,38000,450
308747275,2,38.953381,-77.447712,17000,450
308747283,1,31.9593954201,-96.4122826201,38000,450
308747283,2,29.986679,-95.338111,17000,450
308747394,1,32.4457270899,-99.5526018922,38000,450
308747394,2,32.897449,-97.040653,17000,450
308747398,1,30.0152645504,-97.8401457284,38000,450
308747398,2,29.986679,-95.338111,17000,450
308747425,1,32.7319,-117.197312,17000,450
308751841,1,35.6523239504,-83.5576696531,38000,450
308751841,2,35.220969,-80.944215,17000,450
308751844,1,32.897449,-97.040653,17000,450
308862483,1,39.9546977029,-101.831554182,38000,450
308862483,2,39.849312,-104.673829,17000,450
308762482,1,34.3479132224,-86.9223350206,38000,450
308762482,2,33.639975,-84.444032,17000,450
308762505,1,39.849312,-104.673829,17000,450
308762522,1,29.986679,-95.338111,17000,450
308762537,1,33.9425,-118.408056,17000,450
308762545,1,43.6211799056,-95.5857612266,38000,450
308762545,2,44.881234,-93.203111,17000,450
308762559,1,33.43653,-112.007268,17000,450
308762570,1,32.7319,-117.197312,17000,450
308766387,1,34.7843863766,-104.016865494,38000,450
308766387,2,35.048665,-106.616704,17000,450
308766460,1,36.134773,-86.668042,17000,450
308766471,1,40.961300818,-73.133433871,38000,450
308766471,2,42.369543,-71.020061,17000,450
308766583,1,39.3199290614,-82.5893365006,38000,450
308766583,2,41.411675,-81.834693,17000,450
308766585,1,35.220969,-80.944215,17000,450
308766641,1,33.774395857,-94.5003655141,38000,450
308766641,2,32.844911,-96.851935,17000,450
308766676,1,38.9406497221,-102.164466374,38000,450
308766676,2,39.849312,-104.673829,17000,450
308766679,1,39.0528011246,-102.143222588,38000,450
308766679,2,39.849312,-104.673829,17000,450
308766680,1,38.660286073,-102.340588192,38000,450
308766680,2,39.849312,-104.673829,17000,450
308766700,1,32.9630884741,-94.4570393958,38000,450
308766700,2,32.897449,-97.040653,17000,450
308766719,1,41.530254,-93.649923,17000,450
308766729,1,40.1320608171,-84.1913297353,38000,450
308766729,2,42.208343,-83.357175,17000,450
308766758,1,40.68987,-74.17821,17000,450
308766861,1,30.9232453107,-93.2359668281,38000,450
308766861,2,29.654107,-95.276614,17000,450
308766900,1,29.986679,-95.338111,17000,450
308766907,1,30.897566144,-93.0453165984,38000,450
308766907,2,29.986679,-95.338111,17000,450
308766935,1,37.6705138727,-85.35185699,38000,450
308766935,2,39.714975,-86.296213,17000,450
308766964,0,37.7826166005,-75.3953939999,38000,450
308766964,1,38.7942313608,-75.2360913242,38000,450
308766964,2,40.643772,-73.781993,17000,450
308766983,1,34.1013118181,-115.786920536,38000,450
308766983,2,33.9425,-118.408056,17000,450
308766993,1,34.1113789436,-115.79837422,38000,450
308766993,2,33.9425,-118.408056,17000,450
308766994,0,34.0986801261,-106.458068747,38000,450
308766994,1,33.9328944675,-115.78864022,38000,450
308766994,2,33.9425,-118.408056,17000,450
308767018,1,39.0699341331,-75.6226715243,38000,450
308767018,2,40.77392,-73.872002,17000,450
308767020,0,38.7483404376,-76.5784626729,38000,450
308767020,1,39.0158740911,-75.5093705239,38000,450
308767020,2,40.77392,-73.872002,17000,450
308767036,0,38.7170906299,-76.5902288677,38000,450
308767036,1,39.0466105629,-75.5665325837,38000,450
308767036,2,40.77392,-73.872002,17000,450
308767078,1,30.3239602749,-82.5524487419,38000,450
308767078,2,28.431639,-81.308286,17000,450
308767095,1,30.2878318558,-82.6181725703,38000,450
308767095,2,28.431639,-81.308286,17000,450
308767150,1,27.5069986344,-81.7937746557,38000,450
308767150,2,25.796549,-80.275614,17000,450
308767162,1,27.7543174464,-81.3623198381,38000,450
308767162,2,25.796549,-80.275614,17000,450
308767170,1,40.8639082576,-87.1061487893,38000,450
308767170,2,42.947639,-87.90295,17000,450
308767205,1,42.8419702902,-92.2007736406,38000,450
308767205,2,44.881234,-93.203111,17000,450
308767208,1,43.0799980062,-91.6087228509,38000,450
308767208,2,44.881234,-93.203111,17000,450
308767251,1,35.3707837464,32.4932302063,38000,450
308767251,2,35.395645,35.395645,17000,450
308767276,1,39.8208711174,-88.2298490918,38000,450
308767276,2,41.98032,-87.902313,17000,450
308767300,1,28.5627002552,-81.3596892158,38000,450
308767300,2,26.688618,-80.090697,17000,450
308767310,1,44.7422066175,-119.957688273,38000,450
308767310,2,45.589237,-122.593889,17000,450
308767320,1,38.3557637732,-77.2311997973,38000,450
308767320,2,39.874972,-75.249071,17000,450
308767341,0,34.3662135691,-106.129568313,38000,450
308767341,1,33.3612808552,-109.417443888,38000,450
308767341,2,33.43653,-112.007268,17000,450
308767396,1,34.4204791918,-80.7593091155,38000,450
308767396,2,35.876723,-78.793058,17000,450
308767432,0,32.0166654099,-105.849709612,38000,450
308767432,1,32.7057513825,-114.621663909,38000,450
308767432,2,32.7319,-117.197312,17000,450
308767472,1,46.3873671868,-119.57078862,38000,450
308767472,2,47.44443,-122.300497,17000,450
308767480,1,46.4439905693,-119.631961309,38000,450
308767480,2,47.44443,-122.300497,17000,450
308767481,1,46.4571656319,-119.706779889,38000,450
308767481,2,47.44443,-122.300497,17000,450
308767487,0,38.0218131954,-116.129110996,38000,450
308767487,1,37.6181039114,-119.652941421,38000,450
308767487,2,37.615223,-122.389979,17000,450
308767488,0,37.2238501653,-118.488749671,38000,450
308767488,1,37.2815562605,-119.745115517,38000,450
308767488,2,37.615223,-122.389979,17000,450
308767518,1,39.4879967745,-109.711263054,38000,450
308767518,2,40.785596,-111.980673,17000,450
308767520,1,40.1014085191,-109.38082037,38000,450
308767520,2,40.785596,-111.980673,17000,450
308767536,1,36.7253295758,-89.344807908,38000,450
308767536,2,38.742766,-90.366061,17000,450
308767558,1,27.976891,-82.533377,17000,450
308767617,1,35.293556525,-91.9222969878,38000,450
308767617,2,36.276355,-94.298204,17000,450
308771454,1,39.1625001501,-102.04904775,38000,450
308771454,2,39.849312,-104.673829,17000,450
308771455,1,38.905286727,-102.151175198,38000,450
308771455,2,39.849312,-104.673829,17000,450
308771467,1,33.6785133888,-94.6115868576,38000,450
308771467,2,32.897449,-97.040653,17000,450
308771481,1,40.68987,-74.17821,17000,450
308771584,1,35.876723,-78.793058,17000,450
308772887,1,34.5228488341,-82.0233174447,38000,450
308772887,2,33.639975,-84.444032,17000,450
308772912,1,35.3139471349,-84.2158119853,38000,450
308772912,2,36.134773,-86.668042,17000,450
308772954,0,38.8281531366,-76.4798365055,38000,450
308772954,1,36.6060367656,-78.8062885309,38000,450
308772954,2,35.220969,-80.944215,17000,450
308772998,1,40.1850328846,-101.807179713,38000,450
308772998,2,39.849312,-104.673829,17000,450
308773010,1,34.0566527905,-94.8016492945,38000,450
308773010,2,32.897449,-97.040653,17000,450
308773013,1,33.414361678,-94.4676946434,38000,450
